Sale_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Sub_Category,Region,State,Salesperson,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode,Order_Status,Shipping_Days
10020,04-01-2023,C011,Suresh,P111,Jeans,Fashion,Clothing,South,Telangana,Sneha,2,3075,15,5227.5,3987.39,1240.11,UPI,Cancelled,4
10021,04-01-2023,C012,Divya,P112,Printer,Electronics,Printer,North,Delhi,Kiran,3,15167,10,40950.9,26315.13,14635.77,Card,Returned,7
10022,04-01-2023,C012,Divya,P106,Sofa,Furniture,Sofa,North,Delhi,Sneha,1,29664,15,25214.4,16219.8,8994.6,Card,Cancelled,5
10023,04-01-2023,C001,Rahul,P108,Microwave,Home Appliances,Kitchen,East,West Bengal,Sneha,1,13063,15,11103.55,8573.12,2530.43,Card,Delivered,4
10024,04-01-2023,C011,Suresh,P102,Mobile,Electronics,Mobile,West,Gujarat,Sneha,4,22722,0,90888,69025.41,21862.59,UPI,Delivered,2
10025,04-01-2023,C019,Rohan,P108,Microwave,Home Appliances,Kitchen,South,Karnataka,Amit,3,11519,20,27645.6,19922.05,7723.55,UPI,Delivered,5
10026,04-01-2023,C005,Arjun,P107,Mixer,Home Appliances,Kitchen,South,Telangana,Sneha,1,4715,5,4479.25,2976.25,1503,Cash,Delivered,3
10027,04-01-2023,C018,Deepak,P107,Mixer,Home Appliances,Kitchen,South,Telangana,Kiran,3,6038,15,15396.9,11482.15,3914.75,Card,Cancelled,2
10028,05-01-2023,C005,Arjun,P109,AC,Home Appliances,Cooling,North,Punjab,Sneha,2,40446,0,80892,62345.78,18546.22,UPI,Delivered,4
10029,05-01-2023,C020,Kavya,P112,Printer,Electronics,Printer,North,Delhi,Priya,3,15597,20,37432.8,26830.33,10602.47,UPI,Cancelled,1
10030,05-01-2023,C008,Meena,P104,Chair,Furniture,Chair,East,West Bengal,Amit,1,7239,15,6153.15,4452.3,1700.85,Card,Delivered,5
10031,05-01-2023,C017,Asha,P110,Tshirt,Fashion,Clothing,South,Karnataka,Kiran,4,1440,20,4608,3583.27,1024.73,UPI,Cancelled,3
10032,05-01-2023,C018,Deepak,P104,Chair,Furniture,Chair,West,Maharashtra,Amit,4,6449,15,21926.6,15288.67,6637.93,Cash,Delivered,4
10033,05-01-2023,C003,Kiran,P104,Chair,Furniture,Chair,East,West Bengal,Sneha,2,8124,10,14623.2,9233.9,5389.3,Card,Delivered,6
10034,05-01-2023,C004,Anjali,P107,Mixer,Home Appliances,Kitchen,West,Maharashtra,Priya,2,4530,15,7701,6304.78,1396.22,Card,Returned,2
10035,05-01-2023,C012,Divya,P106,Sofa,Furniture,Sofa,North,Punjab,Pooja,1,29892,20,23913.6,16761.22,7152.38,UPI,Returned,3
10036,06-01-2023,C020,Kavya,P105,Table,Furniture,Table,North,Delhi,Rahul,2,13190,0,26380,16315.86,10064.14,UPI,Delivered,3
10037,06-01-2023,C005,Arjun,P107,Mixer,Home Appliances,Kitchen,East,Odisha,Pooja,2,5298,20,8476.8,6150.18,2326.62,Card,Delivered,3
10038,06-01-2023,C002,Priya,P112,Printer,Electronics,Printer,South,Karnataka,Rahul,1,14750,0,14750,10908.76,3841.24,UPI,Cancelled,7
10039,06-01-2023,C008,Meena,P102,Mobile,Electronics,Mobile,East,West Bengal,Priya,4,21223,10,76402.8,62554.59,13848.21,Card,Cancelled,2
10040,06-01-2023,C002,Priya,P109,AC,Home Appliances,Cooling,South,Telangana,Rahul,2,39736,0,79472,50850.33,28621.67,Cash,Delivered,5
10041,06-01-2023,C007,Vijay,P105,Table,Furniture,Table,West,Maharashtra,Amit,3,11910,0,35730,29255.36,6474.64,UPI,Delivered,6
10042,06-01-2023,C017,Asha,P109,AC,Home Appliances,Cooling,South,Karnataka,Pooja,2,41114,15,69893.8,43570.53,26323.27,Card,Returned,5
10043,06-01-2023,C013,Nikhil,P109,AC,Home Appliances,Cooling,East,West Bengal,Pooja,2,39901,5,75811.9,59368.53,16443.37,Cash,Delivered,4
10044,07-01-2023,C002,Priya,P103,Headphones,Electronics,Accessories,North,Delhi,Pooja,3,2582,5,7358.7,4504.91,2853.79,Card,Cancelled,6
10045,07-01-2023,C010,Neha,P110,Tshirt,Fashion,Clothing,South,Karnataka,Priya,1,1340,5,1273,807.92,465.08,UPI,Delivered,3
10046,07-01-2023,C011,Suresh,P109,AC,Home Appliances,Cooling,East,West Bengal,Sneha,1,41177,10,37059.3,24011.85,13047.45,UPI,Delivered,4
10047,07-01-2023,C003,Kiran,P108,Microwave,Home Appliances,Kitchen,East,West Bengal,Amit,2,12233,0,24466,15168.61,9297.39,UPI,Returned,5
10048,07-01-2023,C002,Priya,P107,Mixer,Home Appliances,Kitchen,North,Punjab,Kiran,3,5489,5,15643.65,9676.95,5966.7,UPI,Cancelled,4
10049,07-01-2023,C011,Suresh,P112,Printer,Electronics,Printer,West,Maharashtra,Amit,3,15683,20,37639.2,27909.78,9729.42,Cash,Cancelled,6
10050,08-01-2023,C017,Asha,P103,Headphones,Electronics,Accessories,North,Delhi,Rahul,1,1763,0,1763,1109.42,653.58,UPI,Returned,7
10051,08-01-2023,C015,Lakshmi,P109,AC,Home Appliances,Cooling,North,Delhi,Amit,5,40594,5,192821.5,136449.12,56372.38,Card,Delivered,6
10052,08-01-2023,C017,Asha,P109,AC,Home Appliances,Cooling,North,Delhi,Sneha,4,39716,0,158864,124890.84,33973.16,Cash,Delivered,2
10053,08-01-2023,C015,Lakshmi,P108,Microwave,Home Appliances,Kitchen,West,Maharashtra,Kiran,4,13064,10,47030.4,36153.84,10876.56,Cash,Delivered,1
10054,08-01-2023,C020,Kavya,P103,Headphones,Electronics,Accessories,East,Odisha,Priya,3,2972,20,7132.8,4489.08,2643.72,UPI,Returned,3
10055,08-01-2023,C004,Anjali,P112,Printer,Electronics,Printer,South,Karnataka,Priya,3,15651,20,37562.4,24897.09,12665.31,Card,Delivered,5
10056,08-01-2023,C007,Vijay,P105,Table,Furniture,Table,North,Punjab,Kiran,1,11793,15,10024.05,6183.06,3840.99,Card,Delivered,4
10057,09-01-2023,C007,Vijay,P102,Mobile,Electronics,Mobile,North,Delhi,Pooja,5,21736,10,97812,61540.68,36271.32,Cash,Delivered,1
10058,09-01-2023,C012,Divya,P104,Chair,Furniture,Chair,West,Gujarat,Priya,4,6250,5,23750,14268.76,9481.24,Cash,Returned,4
10059,09-01-2023,C010,Neha,P112,Printer,Electronics,Printer,South,Karnataka,Rahul,3,14970,10,40419,25326.55,15092.45,UPI,Delivered,7
10060,09-01-2023,C011,Suresh,P107,Mixer,Home Appliances,Kitchen,North,Delhi,Amit,1,6046,10,5441.4,3567.96,1873.44,Card,Returned,7
10061,09-01-2023,C019,Rohan,P102,Mobile,Electronics,Mobile,East,Odisha,Amit,3,22949,0,68847,45558.83,23288.17,Cash,Delivered,6
10062,10-01-2023,C008,Meena,P105,Table,Furniture,Table,West,Gujarat,Priya,2,12783,10,23009.4,17780.09,5229.31,UPI,Returned,5
10063,10-01-2023,C018,Deepak,P104,Chair,Furniture,Chair,North,Delhi,Pooja,4,7123,20,22793.6,17450.48,5343.12,Card,Returned,1
10064,10-01-2023,C018,Deepak,P103,Headphones,Electronics,Accessories,South,Karnataka,Pooja,4,2403,10,8650.8,5757.19,2893.61,Cash,Delivered,4
10065,10-01-2023,C008,Meena,P105,Table,Furniture,Table,West,Gujarat,Kiran,1,11542,5,10964.9,6760.27,4204.63,Card,Cancelled,2
10066,10-01-2023,C015,Lakshmi,P106,Sofa,Furniture,Sofa,West,Gujarat,Sneha,2,30321,5,57609.9,37659.52,19950.38,Card,Cancelled,1
10067,11-01-2023,C008,Meena,P106,Sofa,Furniture,Sofa,East,West Bengal,Pooja,1,30735,15,26124.75,17875.19,8249.56,Cash,Delivered,4
10068,11-01-2023,C009,Ravi,P106,Sofa,Furniture,Sofa,North,Punjab,Kiran,3,30376,10,82015.2,51480.3,30534.9,Cash,Delivered,1
10069,11-01-2023,C009,Ravi,P104,Chair,Furniture,Chair,West,Gujarat,Amit,4,7084,10,25502.4,20063,5439.4,UPI,Delivered,4
10070,11-01-2023,C016,Manoj,P110,Tshirt,Fashion,Clothing,West,Maharashtra,Priya,1,1201,20,960.8,757.3,203.5,UPI,Delivered,2
10071,11-01-2023,C005,Arjun,P103,Headphones,Electronics,Accessories,North,Punjab,Sneha,1,2829,0,2829,1698.25,1130.75,UPI,Cancelled,1
10072,11-01-2023,C010,Neha,P103,Headphones,Electronics,Accessories,East,Odisha,Kiran,1,1903,0,1903,1267.54,635.46,UPI,Returned,3
10073,12-01-2023,C020,Kavya,P101,Laptop,Electronics,Laptop,North,Punjab,Sneha,4,54770,10,197172,146263.5,50908.5,Card,Cancelled,2
10074,12-01-2023,C018,Deepak,P104,Chair,Furniture,Chair,North,Punjab,Pooja,3,6313,0,18939,12172.2,6766.8,Cash,Returned,1
10075,12-01-2023,C009,Ravi,P104,Chair,Furniture,Chair,West,Gujarat,Pooja,2,7209,0,14418,10857.92,3560.08,Card,Delivered,6
10076,12-01-2023,C013,Nikhil,P104,Chair,Furniture,Chair,North,Punjab,Sneha,5,6338,5,30105.5,21346.4,8759.1,Card,Delivered,2
10077,12-01-2023,C015,Lakshmi,P104,Chair,Furniture,Chair,East,Odisha,Sneha,1,8149,20,6519.2,4622.56,1896.64,UPI,Returned,4
10078,13-01-2023,C002,Priya,P110,Tshirt,Fashion,Clothing,South,Karnataka,Sneha,1,836,0,836,680.76,155.24,Card,Delivered,6
10079,13-01-2023,C002,Priya,P103,Headphones,Electronics,Accessories,West,Gujarat,Sneha,3,3200,0,9600,7866.78,1733.22,Card,Delivered,2
10080,13-01-2023,C017,Asha,P112,Printer,Electronics,Printer,West,Maharashtra,Rahul,3,15560,15,39678,31131.67,8546.33,Card,Delivered,1
10081,13-01-2023,C001,Rahul,P102,Mobile,Electronics,Mobile,East,West Bengal,Sneha,3,22060,0,66180,47877.81,18302.19,Card,Delivered,7
10082,13-01-2023,C010,Neha,P107,Mixer,Home Appliances,Kitchen,North,Delhi,Priya,4,4600,10,16560,11908.9,4651.1,UPI,Delivered,3
10083,13-01-2023,C016,Manoj,P101,Laptop,Electronics,Laptop,West,Maharashtra,Amit,4,54283,15,184562.2,112152.54,72409.66,UPI,Delivered,2
10084,13-01-2023,C003,Kiran,P110,Tshirt,Fashion,Clothing,East,Odisha,Pooja,3,1086,20,2606.4,1588.83,1017.57,Cash,Delivered,3
10085,13-01-2023,C010,Neha,P101,Laptop,Electronics,Laptop,North,Delhi,Priya,2,54419,15,92512.3,70071.19,22441.11,Card,Delivered,4
10086,13-01-2023,C016,Manoj,P103,Headphones,Electronics,Accessories,West,Maharashtra,Sneha,1,3343,10,3008.7,2349.81,658.89,Cash,Delivered,3
10087,14-01-2023,C011,Suresh,P108,Microwave,Home Appliances,Kitchen,East,West Bengal,Sneha,5,11604,15,49317,37758.81,11558.19,Card,Delivered,6
10088,14-01-2023,C002,Priya,P108,Microwave,Home Appliances,Kitchen,East,West Bengal,Rahul,4,13009,0,52036,42530.13,9505.87,Cash,Delivered,2
10089,14-01-2023,C004,Anjali,P107,Mixer,Home Appliances,Kitchen,West,Gujarat,Kiran,2,4679,5,8890.1,6149.33,2740.77,Cash,Delivered,6
10090,14-01-2023,C018,Deepak,P111,Jeans,Fashion,Clothing,North,Punjab,Rahul,3,1972,20,4732.8,3118.38,1614.42,Cash,Delivered,2
10091,14-01-2023,C015,Lakshmi,P104,Chair,Furniture,Chair,South,Telangana,Kiran,2,6514,10,11725.2,9315.87,2409.33,UPI,Delivered,1
10092,14-01-2023,C013,Nikhil,P105,Table,Furniture,Table,South,Telangana,Amit,1,12538,15,10657.3,8717.78,1939.52,UPI,Returned,7
10093,14-01-2023,C008,Meena,P108,Microwave,Home Appliances,Kitchen,East,West Bengal,Kiran,3,11676,0,35028,21405.12,13622.88,Cash,Delivered,1
10094,14-01-2023,C012,Divya,P109,AC,Home Appliances,Cooling,South,Karnataka,Kiran,5,39732,0,198660,123819.14,74840.86,Cash,Cancelled,3
10095,14-01-2023,C007,Vijay,P101,Laptop,Electronics,Laptop,East,Odisha,Amit,2,54290,5,103151,84580.96,18570.04,Cash,Delivered,7
10096,14-01-2023,C001,Rahul,P106,Sofa,Furniture,Sofa,West,Gujarat,Amit,2,30471,10,54847.8,33849.08,20998.72,Card,Cancelled,4
10097,15-01-2023,C014,Harsha,P102,Mobile,Electronics,Mobile,West,Maharashtra,Rahul,5,21386,5,101583.5,69839.66,31743.84,Card,Delivered,6
10098,15-01-2023,C010,Neha,P107,Mixer,Home Appliances,Kitchen,North,Punjab,Amit,5,6009,10,27040.5,18687.62,8352.88,Card,Delivered,4
10099,15-01-2023,C013,Nikhil,P104,Chair,Furniture,Chair,North,Punjab,Priya,2,7067,0,14134,11031.32,3102.68,Cash,Delivered,4
10100,15-01-2023,C006,Pooja,P103,Headphones,Electronics,Accessories,North,Delhi,Kiran,5,1991,15,8461.75,5242.79,3218.96,Card,Cancelled,2
10101,16-01-2023,C012,Divya,P105,Table,Furniture,Table,South,Telangana,Sneha,1,11422,15,9708.7,6872.91,2835.79,Card,Delivered,7
10102,16-01-2023,C002,Priya,P108,Microwave,Home Appliances,Kitchen,East,West Bengal,Pooja,5,13096,15,55658,34451.45,21206.55,Cash,Delivered,6
10103,16-01-2023,C008,Meena,P110,Tshirt,Fashion,Clothing,West,Maharashtra,Priya,4,774,20,2476.8,1604.94,871.86,Cash,Delivered,4
10104,16-01-2023,C012,Divya,P102,Mobile,Electronics,Mobile,South,Telangana,Pooja,2,21284,20,34054.4,26744.51,7309.89,UPI,Delivered,1
10105,16-01-2023,C013,Nikhil,P110,Tshirt,Fashion,Clothing,West,Gujarat,Priya,4,1031,20,3299.2,2160.44,1138.76,Cash,Delivered,4
10106,17-01-2023,C015,Lakshmi,P103,Headphones,Electronics,Accessories,North,Delhi,Kiran,5,2702,15,11483.5,7484.43,3999.07,Card,Delivered,7
10107,17-01-2023,C016,Manoj,P107,Mixer,Home Appliances,Kitchen,North,Delhi,Priya,2,4934,15,8387.8,5706.83,2680.97,Cash,Cancelled,6
10108,17-01-2023,C002,Priya,P101,Laptop,Electronics,Laptop,South,Telangana,Kiran,3,55792,20,133900.8,82696.19,51204.61,Card,Delivered,1
10109,17-01-2023,C003,Kiran,P110,Tshirt,Fashion,Clothing,North,Delhi,Sneha,2,2213,15,3762.1,2495.53,1266.57,Cash,Delivered,1
10110,17-01-2023,C012,Divya,P110,Tshirt,Fashion,Clothing,East,West Bengal,Priya,3,2236,20,5366.4,3544.5,1821.9,UPI,Delivered,5
10111,17-01-2023,C016,Manoj,P104,Chair,Furniture,Chair,East,West Bengal,Priya,3,6962,0,20886,13445.72,7440.28,UPI,Delivered,6
10112,17-01-2023,C011,Suresh,P107,Mixer,Home Appliances,Kitchen,South,Karnataka,Rahul,1,5773,20,4618.4,2820.39,1798.01,Card,Cancelled,5
10113,17-01-2023,C019,Rohan,P112,Printer,Electronics,Printer,North,Punjab,Rahul,5,15489,15,65828.25,50183.71,15644.54,Card,Returned,3
10114,18-01-2023,C005,Arjun,P106,Sofa,Furniture,Sofa,East,West Bengal,Amit,4,29671,5,112749.8,82914.2,29835.6,Card,Cancelled,3
10115,18-01-2023,C010,Neha,P111,Jeans,Fashion,Clothing,East,West Bengal,Pooja,1,1853,5,1760.35,1168.9,591.45,Card,Returned,5
10116,18-01-2023,C012,Divya,P101,Laptop,Electronics,Laptop,South,Karnataka,Amit,2,55454,0,110908,67088.66,43819.34,Cash,Delivered,3
10117,18-01-2023,C004,Anjali,P109,AC,Home Appliances,Cooling,East,West Bengal,Sneha,4,40395,10,145422,106099.91,39322.09,Card,Cancelled,7
10118,18-01-2023,C016,Manoj,P103,Headphones,Electronics,Accessories,South,Telangana,Amit,2,3148,5,5981.2,4181.98,1799.22,Cash,Delivered,7
10119,18-01-2023,C009,Ravi,P107,Mixer,Home Appliances,Kitchen,East,West Bengal,Kiran,1,5520,20,4416,3516.85,899.15,Cash,Cancelled,4
10120,18-01-2023,C020,Kavya,P109,AC,Home Appliances,Cooling,West,Maharashtra,Kiran,2,41050,0,82100,50054.76,32045.24,UPI,Returned,2
10121,18-01-2023,C008,Meena,P103,Headphones,Electronics,Accessories,North,Delhi,Sneha,1,2954,20,2363.2,1759.39,603.81,UPI,Returned,2
10122,19-01-2023,C020,Kavya,P111,Jeans,Fashion,Clothing,West,Maharashtra,Amit,5,2033,0,10165,6770.49,3394.51,Cash,Returned,6
10123,19-01-2023,C018,Deepak,P101,Laptop,Electronics,Laptop,West,Gujarat,Amit,4,54364,15,184837.6,118034.74,66802.86,Card,Delivered,6
10124,19-01-2023,C002,Priya,P102,Mobile,Electronics,Mobile,East,Odisha,Pooja,1,21744,20,17395.2,13036.51,4358.69,Cash,Delivered,3
10125,19-01-2023,C007,Vijay,P102,Mobile,Electronics,Mobile,North,Delhi,Sneha,3,23052,5,65698.2,51584.85,14113.35,UPI,Delivered,2
10126,19-01-2023,C013,Nikhil,P106,Sofa,Furniture,Sofa,South,Karnataka,Pooja,5,30161,15,128184.25,100590.86,27593.39,UPI,Delivered,4
10127,19-01-2023,C008,Meena,P110,Tshirt,Fashion,Clothing,East,West Bengal,Sneha,4,1675,20,5360,3307.74,2052.26,UPI,Delivered,1
10128,19-01-2023,C004,Anjali,P102,Mobile,Electronics,Mobile,South,Karnataka,Sneha,2,22635,0,45270,27469.45,17800.55,Cash,Delivered,6
10129,19-01-2023,C003,Kiran,P112,Printer,Electronics,Printer,North,Delhi,Kiran,5,15760,10,70920,45661.75,25258.25,Cash,Delivered,7
10130,20-01-2023,C013,Nikhil,P102,Mobile,Electronics,Mobile,South,Telangana,Pooja,2,21429,0,42858,26039.4,16818.6,UPI,Delivered,4
10131,20-01-2023,C004,Anjali,P103,Headphones,Electronics,Accessories,North,Delhi,Amit,3,2353,10,6353.1,4404.15,1948.95,Card,Delivered,3
10132,20-01-2023,C002,Priya,P112,Printer,Electronics,Printer,East,Odisha,Kiran,5,15231,15,64731.75,50963.5,13768.25,Cash,Delivered,7
10133,20-01-2023,C014,Harsha,P101,Laptop,Electronics,Laptop,West,Maharashtra,Sneha,3,55160,0,165480,118869.86,46610.14,Cash,Delivered,5
10134,20-01-2023,C010,Neha,P103,Headphones,Electronics,Accessories,West,Maharashtra,Amit,5,2113,10,9508.5,7299.48,2209.02,UPI,Delivered,4
10135,20-01-2023,C004,Anjali,P108,Microwave,Home Appliances,Kitchen,South,Karnataka,Sneha,5,11911,20,47644,31317.66,16326.34,Card,Delivered,6
10136,20-01-2023,C008,Meena,P108,Microwave,Home Appliances,Kitchen,South,Telangana,Pooja,1,12204,20,9763.2,7548.18,2215.02,Card,Delivered,1
10137,20-01-2023,C013,Nikhil,P107,Mixer,Home Appliances,Kitchen,North,Punjab,Priya,1,4961,5,4712.95,3142.08,1570.87,Cash,Cancelled,2
10138,20-01-2023,C013,Nikhil,P111,Jeans,Fashion,Clothing,South,Karnataka,Kiran,2,2488,20,3980.8,3049.23,931.57,Cash,Delivered,3
10139,20-01-2023,C019,Rohan,P106,Sofa,Furniture,Sofa,South,Karnataka,Priya,5,30719,10,138235.5,88097.64,50137.86,Cash,Delivered,5
10140,21-01-2023,C005,Arjun,P106,Sofa,Furniture,Sofa,West,Maharashtra,Pooja,5,29592,10,133164,88731.39,44432.61,Cash,Delivered,6
10141,21-01-2023,C005,Arjun,P104,Chair,Furniture,Chair,East,Odisha,Rahul,2,6683,10,12029.4,9747.12,2282.28,Cash,Delivered,2
10142,21-01-2023,C004,Anjali,P104,Chair,Furniture,Chair,West,Maharashtra,Priya,2,7827,10,14088.6,10725.99,3362.61,Card,Delivered,1
10143,21-01-2023,C004,Anjali,P105,Table,Furniture,Table,South,Karnataka,Priya,4,11269,0,45076,31002.58,14073.42,Cash,Delivered,5
10144,21-01-2023,C010,Neha,P108,Microwave,Home Appliances,Kitchen,North,Delhi,Sneha,3,12436,15,31711.8,19065.57,12646.23,Card,Cancelled,5
10145,22-01-2023,C014,Harsha,P104,Chair,Furniture,Chair,South,Telangana,Pooja,1,7129,15,6059.65,4053.08,2006.57,Cash,Delivered,4
10146,22-01-2023,C008,Meena,P107,Mixer,Home Appliances,Kitchen,South,Karnataka,Priya,4,5188,15,17639.2,10659.8,6979.4,Cash,Delivered,6
10147,22-01-2023,C011,Suresh,P101,Laptop,Electronics,Laptop,West,Gujarat,Sneha,1,54278,10,48850.2,35149.63,13700.57,Cash,Delivered,5
10148,22-01-2023,C012,Divya,P102,Mobile,Electronics,Mobile,West,Maharashtra,Rahul,4,22248,0,88992,65910.81,23081.19,Cash,Delivered,4
10149,22-01-2023,C015,Lakshmi,P104,Chair,Furniture,Chair,South,Karnataka,Kiran,5,7762,0,38810,29511.26,9298.74,Card,Delivered,3
10150,22-01-2023,C009,Ravi,P107,Mixer,Home Appliances,Kitchen,West,Maharashtra,Pooja,1,4353,15,3700.05,2965.2,734.85,Cash,Delivered,5
10151,22-01-2023,C009,Ravi,P102,Mobile,Electronics,Mobile,South,Karnataka,Priya,4,23124,20,73996.8,60213.43,13783.37,Card,Delivered,2
10152,22-01-2023,C005,Arjun,P102,Mobile,Electronics,Mobile,South,Karnataka,Sneha,5,22676,5,107711,83930.64,23780.36,Card,Returned,4
10153,22-01-2023,C010,Neha,P109,AC,Home Appliances,Cooling,South,Karnataka,Priya,3,40804,5,116291.4,76616.66,39674.74,Cash,Delivered,4
10154,23-01-2023,C006,Pooja,P108,Microwave,Home Appliances,Kitchen,North,Punjab,Priya,3,11701,10,31592.7,21181.97,10410.73,Card,Cancelled,6
10155,23-01-2023,C003,Kiran,P111,Jeans,Fashion,Clothing,East,West Bengal,Kiran,3,3149,15,8029.95,4918.78,3111.17,Card,Delivered,5
10156,23-01-2023,C012,Divya,P111,Jeans,Fashion,Clothing,North,Delhi,Rahul,2,3349,0,6698,4985.39,1712.61,Cash,Delivered,5
10157,23-01-2023,C005,Arjun,P104,Chair,Furniture,Chair,South,Karnataka,Priya,3,7807,5,22249.95,14370.78,7879.17,Cash,Delivered,5
10158,23-01-2023,C020,Kavya,P102,Mobile,Electronics,Mobile,East,West Bengal,Pooja,4,22618,5,85948.4,61605.66,24342.74,Card,Delivered,5
10159,23-01-2023,C004,Anjali,P105,Table,Furniture,Table,West,Maharashtra,Priya,2,12169,15,20687.3,14948.33,5738.97,Card,Delivered,6
10160,23-01-2023,C016,Manoj,P104,Chair,Furniture,Chair,West,Maharashtra,Rahul,5,7427,0,37135,23591.07,13543.93,Card,Cancelled,4
10161,23-01-2023,C010,Neha,P108,Microwave,Home Appliances,Kitchen,East,Odisha,Rahul,4,13167,0,52668,33692.47,18975.53,Cash,Delivered,1
10162,23-01-2023,C020,Kavya,P101,Laptop,Electronics,Laptop,East,West Bengal,Sneha,5,55191,15,234561.75,179809.83,54751.92,UPI,Delivered,6
10163,24-01-2023,C005,Arjun,P106,Sofa,Furniture,Sofa,North,Punjab,Sneha,3,30171,20,72410.4,52273.62,20136.78,Card,Returned,3
10164,24-01-2023,C014,Harsha,P105,Table,Furniture,Table,North,Punjab,Kiran,3,11927,15,30413.85,20949.68,9464.17,Card,Cancelled,3
10165,24-01-2023,C007,Vijay,P111,Jeans,Fashion,Clothing,West,Maharashtra,Sneha,3,1793,10,4841.1,3664.23,1176.87,Cash,Delivered,7
10166,24-01-2023,C002,Priya,P107,Mixer,Home Appliances,Kitchen,West,Maharashtra,Sneha,4,4815,0,19260,11582.32,7677.68,Card,Cancelled,7
10167,24-01-2023,C002,Priya,P109,AC,Home Appliances,Cooling,West,Maharashtra,Pooja,5,40994,0,204970,132564.41,72405.59,Cash,Returned,6
10168,24-01-2023,C006,Pooja,P102,Mobile,Electronics,Mobile,South,Telangana,Pooja,4,22786,0,91144,73015.3,18128.7,UPI,Delivered,7
10169,24-01-2023,C005,Arjun,P105,Table,Furniture,Table,East,Odisha,Priya,2,12063,0,24126,16165.99,7960.01,Cash,Cancelled,1
10170,25-01-2023,C019,Rohan,P109,AC,Home Appliances,Cooling,North,Delhi,Amit,4,40378,15,137285.2,95855.79,41429.41,Cash,Returned,5
10171,25-01-2023,C019,Rohan,P111,Jeans,Fashion,Clothing,South,Karnataka,Priya,4,2523,0,10092,6239.31,3852.69,UPI,Delivered,6
10172,25-01-2023,C001,Rahul,P107,Mixer,Home Appliances,Kitchen,North,Delhi,Amit,1,6179,0,6179,4004.08,2174.92,UPI,Returned,1
